#node	identifier	category	term ID	term description
AARS2	9606.ENSP00000244571	GO Process	GO:1901566	Organonitrogen compound biosynthetic process
AARS2	9606.ENSP00000244571	GO Process	GO:1901576	Organic substance biosynthetic process
AARS2	9606.ENSP00000244571	GO Function	GO:0000049	tRNA binding
AARS2	9606.ENSP00000244571	GO Function	GO:0000166	Nucleotide binding
AARS2	9606.ENSP00000244571	GO Function	GO:0002161	aminoacyl-tRNA editing activity
AARS2	9606.ENSP00000244571	GO Function	GO:0003676	Nucleic acid binding
AARS2	9606.ENSP00000244571	GO Function	GO:0003723	RNA binding
AARS2	9606.ENSP00000244571	GO Function	GO:0003824	Catalytic activity
AARS2	9606.ENSP00000244571	GO Function	GO:0004812	aminoacyl-tRNA ligase activity
AARS2	9606.ENSP00000244571	GO Function	GO:0004813	alanine-tRNA ligase activity
AARS2	9606.ENSP00000244571	GO Function	GO:0005488	Binding
AARS2	9606.ENSP00000244571	GO Function	GO:0005524	ATP binding
AARS2	9606.ENSP00000244571	GO Function	GO:0008270	Zinc ion binding
AARS2	9606.ENSP00000244571	GO Function	GO:0016597	Amino acid binding
AARS2	9606.ENSP00000244571	GO Function	GO:0016787	Hydrolase activity
AARS2	9606.ENSP00000244571	GO Function	GO:0016788	Hydrolase activity, acting on ester bonds
AARS2	9606.ENSP00000244571	GO Function	GO:0016874	Ligase activity
AARS2	9606.ENSP00000244571	GO Function	GO:0016875	Ligase activity, forming carbon-oxygen bonds
AARS2	9606.ENSP00000244571	GO Function	GO:0017076	Purine nucleotide binding
AARS2	9606.ENSP00000244571	GO Function	GO:0030554	Adenyl nucleotide binding
AARS2	9606.ENSP00000244571	GO Function	GO:0032553	Ribonucleotide binding
AARS2	9606.ENSP00000244571	GO Function	GO:0032555	Purine ribonucleotide binding
AARS2	9606.ENSP00000244571	GO Function	GO:0032559	Adenyl ribonucleotide binding
AARS2	9606.ENSP00000244571	GO Function	GO:0035639	Purine ribonucleoside triphosphate binding
AARS2	9606.ENSP00000244571	GO Function	GO:0036094	Small molecule binding
AARS2	9606.ENSP00000244571	GO Function	GO:0043167	Ion binding
AARS2	9606.ENSP00000244571	GO Function	GO:0043168	Anion binding
AARS2	9606.ENSP00000244571	GO Function	GO:0043169	Cation binding
AARS2	9606.ENSP00000244571	GO Function	GO:0043177	Organic acid binding
AARS2	9606.ENSP00000244571	GO Function	GO:0046872	Metal ion binding
AARS2	9606.ENSP00000244571	GO Function	GO:0046914	Transition metal ion binding
AARS2	9606.ENSP00000244571	GO Function	GO:0052689	Carboxylic ester hydrolase activity
AARS2	9606.ENSP00000244571	GO Function	GO:0097159	Organic cyclic compound binding
AARS2	9606.ENSP00000244571	GO Function	GO:0097367	Carbohydrate derivative binding
AARS2	9606.ENSP00000244571	GO Function	GO:0140098	Catalytic activity, acting on RNA
AARS2	9606.ENSP00000244571	GO Function	GO:0140101	Catalytic activity, acting on a tRNA
AARS2	9606.ENSP00000244571	GO Function	GO:0140640	Catalytic activity, acting on a nucleic acid
AARS2	9606.ENSP00000244571	GO Function	GO:1901265	Nucleoside phosphate binding
AARS2	9606.ENSP00000244571	GO Function	GO:1901363	Heterocyclic compound binding
AARS2	9606.ENSP00000244571	GO Component	GO:0005622	Intracellular anatomical structure
AARS2	9606.ENSP00000244571	GO Component	GO:0005737	Cytoplasm
AARS2	9606.ENSP00000244571	GO Component	GO:0005739	Mitochondrion
AARS2	9606.ENSP00000244571	GO Component	GO:0043226	Organelle
AARS2	9606.ENSP00000244571	GO Component	GO:0043227	Membrane-bounded organelle
AARS2	9606.ENSP00000244571	GO Component	GO:0043229	Intracellular organelle
AARS2	9606.ENSP00000244571	GO Component	GO:0043231	Intracellular membrane-bounded organelle
AARS2	9606.ENSP00000244571	GO Component	GO:0110165	Cellular anatomical entity
AARS2	9606.ENSP00000244571	STRING clusters	CL:795	tRNA Aminoacylation, and glutamyl-tRNA(Gln) amidotransferase complex
AARS2	9606.ENSP00000244571	STRING clusters	CL:797	tRNA Aminoacylation
AARS2	9606.ENSP00000244571	STRING clusters	CL:799	tRNA Aminoacylation
AARS2	9606.ENSP00000244571	STRING clusters	CL:801	Aminoacyl-tRNA synthetase
AARS2	9606.ENSP00000244571	STRING clusters	CL:802	Aminoacyl-tRNA synthetase, class I, conserved site, and tRNA-binding domain
AARS2	9606.ENSP00000244571	STRING clusters	CL:818	tRNA synthetases class I (W and Y), and Valine-tRNA ligase
AARS2	9606.ENSP00000244571	KEGG	hsa00970	Aminoacyl-tRNA biosynthesis
AARS2	9606.ENSP00000244571	Reactome	HSA-379724	tRNA Aminoacylation
AARS2	9606.ENSP00000244571	Reactome	HSA-379726	Mitochondrial tRNA aminoacylation
AARS2	9606.ENSP00000244571	Reactome	HSA-392499	Metabolism of proteins
AARS2	9606.ENSP00000244571	Reactome	HSA-72766	Translation
AARS2	9606.ENSP00000244571	WikiPathways	WP5316	Primary ovarian insufficiency
AARS2	9606.ENSP00000244571	DISEASES	DOID:0014667	Disease of metabolism
AARS2	9606.ENSP00000244571	DISEASES	DOID:0050177	Monogenic disease
AARS2	9606.ENSP00000244571	DISEASES	DOID:0050700	Cardiomyopathy
AARS2	9606.ENSP00000244571	DISEASES	DOID:0050736	Autosomal dominant disease
AARS2	9606.ENSP00000244571	DISEASES	DOID:0050737	Autosomal recessive disease
AARS2	9606.ENSP00000244571	DISEASES	DOID:0050739	Autosomal genetic disease
AARS2	9606.ENSP00000244571	DISEASES	DOID:0060286	Combined oxidative phosphorylation deficiency
AARS2	9606.ENSP00000244571	DISEASES	DOID:0080523	Adult-onset leukoencephalopathy with axonal spheroids and pigmented glia
AARS2	9606.ENSP00000244571	DISEASES	DOID:0111479	Combined oxidative phosphorylation deficiency 8
AARS2	9606.ENSP00000244571	DISEASES	DOID:0111493	Combined oxidative phosphorylation deficiency 12
AARS2	9606.ENSP00000244571	DISEASES	DOID:10579	Leukodystrophy
AARS2	9606.ENSP00000244571	DISEASES	DOID:1100	Ovarian disease
AARS2	9606.ENSP00000244571	DISEASES	DOID:114	Heart disease
AARS2	9606.ENSP00000244571	DISEASES	DOID:1287	Cardiovascular system disease
AARS2	9606.ENSP00000244571	DISEASES	DOID:1289	Neurodegenerative disease
AARS2	9606.ENSP00000244571	DISEASES	DOID:1443	Cerebral degeneration
AARS2	9606.ENSP00000244571	DISEASES	DOID:15	Reproductive system disease
AARS2	9606.ENSP00000244571	DISEASES	DOID:2277	Gonadal disease
AARS2	9606.ENSP00000244571	DISEASES	DOID:229	Female reproductive system disease
AARS2	9606.ENSP00000244571	DISEASES	DOID:28	Endocrine system disease
AARS2	9606.ENSP00000244571	DISEASES	DOID:331	Central nervous system disease
AARS2	9606.ENSP00000244571	DISEASES	DOID:4	Disease
AARS2	9606.ENSP00000244571	DISEASES	DOID:5426	Premature ovarian failure
AARS2	9606.ENSP00000244571	DISEASES	DOID:630	Genetic disease
AARS2	9606.ENSP00000244571	DISEASES	DOID:655	Inherited metabolic disorder
AARS2	9606.ENSP00000244571	DISEASES	DOID:7	Disease of anatomical entity
AARS2	9606.ENSP00000244571	DISEASES	DOID:700	Mitochondrial metabolism disease
AARS2	9606.ENSP00000244571	DISEASES	DOID:863	Nervous system disease
AARS2	9606.ENSP00000244571	DISEASES	DOID:936	Brain disease
AARS2	9606.ENSP00000244571	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
AARS2	9606.ENSP00000244571	TISSUES	BTO:0000042	Animal
AARS2	9606.ENSP00000244571	COMPARTMENTS	GOCC:0005622	Intracellular
AARS2	9606.ENSP00000244571	COMPARTMENTS	GOCC:0005737	Cytoplasm
AARS2	9606.ENSP00000244571	COMPARTMENTS	GOCC:0005739	Mitochondrion
AARS2	9606.ENSP00000244571	COMPARTMENTS	GOCC:0043226	Organelle
AARS2	9606.ENSP00000244571	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
AARS2	9606.ENSP00000244571	COMPARTMENTS	GOCC:0043229	Intracellular organelle
AARS2	9606.ENSP00000244571	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
AARS2	9606.ENSP00000244571	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
AARS2	9606.ENSP00000244571	Monarch	HP:0000078	Abnormality of the genital system
AARS2	9606.ENSP00000244571	Monarch	HP:0000080	Abnormality of reproductive system physiology
AARS2	9606.ENSP00000244571	Monarch	HP:0000118	Phenotypic abnormality
AARS2	9606.ENSP00000244571	Monarch	HP:0000119	Abnormality of the genitourinary system
AARS2	9606.ENSP00000244571	Monarch	HP:0000478	Abnormality of the eye
AARS2	9606.ENSP00000244571	Monarch	HP:0000496	Abnormality of eye movement
AARS2	9606.ENSP00000244571	Monarch	HP:0000639	Nystagmus
AARS2	9606.ENSP00000244571	Monarch	HP:0000707	Abnormality of the nervous system
AARS2	9606.ENSP00000244571	Monarch	HP:0000708	Behavioral abnormality
AARS2	9606.ENSP00000244571	Monarch	HP:0000716	Depression
AARS2	9606.ENSP00000244571	Monarch	HP:0000726	Dementia
AARS2	9606.ENSP00000244571	Monarch	HP:0000727	Frontal lobe dementia
AARS2	9606.ENSP00000244571	Monarch	HP:0001251	Ataxia
AARS2	9606.ENSP00000244571	Monarch	HP:0001257	Spasticity
AARS2	9606.ENSP00000244571	Monarch	HP:0001260	Dysarthria
AARS2	9606.ENSP00000244571	Monarch	HP:0001268	Mental deterioration
AARS2	9606.ENSP00000244571	Monarch	HP:0001272	Cerebellar atrophy
AARS2	9606.ENSP00000244571	Monarch	HP:0001276	Hypertonia
AARS2	9606.ENSP00000244571	Monarch	HP:0001288	Gait disturbance
AARS2	9606.ENSP00000244571	Monarch	HP:0001311	Abnormal nervous system electrophysiology
AARS2	9606.ENSP00000244571	Monarch	HP:0001317	Abnormal cerebellum morphology
AARS2	9606.ENSP00000244571	Monarch	HP:0001324	Muscle weakness
AARS2	9606.ENSP00000244571	Monarch	HP:0001332	Dystonia
AARS2	9606.ENSP00000244571	Monarch	HP:0001337	Tremor
AARS2	9606.ENSP00000244571	Monarch	HP:0001347	Hyperreflexia
AARS2	9606.ENSP00000244571	Monarch	HP:0001507	Growth abnormality
AARS2	9606.ENSP00000244571	Monarch	HP:0001508	Failure to thrive
AARS2	9606.ENSP00000244571	Monarch	HP:0001626	Abnormality of the cardiovascular system
AARS2	9606.ENSP00000244571	Monarch	HP:0001627	Abnormal heart morphology
AARS2	9606.ENSP00000244571	Monarch	HP:0001637	Abnormal myocardium morphology
AARS2	9606.ENSP00000244571	Monarch	HP:0001638	Cardiomyopathy
AARS2	9606.ENSP00000244571	Monarch	HP:0001639	Hypertrophic cardiomyopathy
AARS2	9606.ENSP00000244571	Monarch	HP:0001939	Abnormality of metabolism/homeostasis
AARS2	9606.ENSP00000244571	Monarch	HP:0001941	Acidosis
AARS2	9606.ENSP00000244571	Monarch	HP:0002011	Morphological central nervous system abnormality
AARS2	9606.ENSP00000244571	Monarch	HP:0002060	Abnormal cerebral morphology
AARS2	9606.ENSP00000244571	Monarch	HP:0002063	Rigidity
AARS2	9606.ENSP00000244571	Monarch	HP:0002067	Bradykinesia
AARS2	9606.ENSP00000244571	Monarch	HP:0002071	Abnormality of extrapyramidal motor function
AARS2	9606.ENSP00000244571	Monarch	HP:0002086	Abnormality of the respiratory system
AARS2	9606.ENSP00000244571	Monarch	HP:0002088	Abnormal lung morphology
AARS2	9606.ENSP00000244571	Monarch	HP:0002089	Pulmonary hypoplasia
AARS2	9606.ENSP00000244571	Monarch	HP:0002151	Increased serum lactate
AARS2	9606.ENSP00000244571	Monarch	HP:0002167	Neurological speech impairment
AARS2	9606.ENSP00000244571	Monarch	HP:0002171	Gliosis
AARS2	9606.ENSP00000244571	Monarch	HP:0002172	Postural instability
AARS2	9606.ENSP00000244571	Monarch	HP:0002180	Neurodegeneration
AARS2	9606.ENSP00000244571	Monarch	HP:0002186	Apraxia
AARS2	9606.ENSP00000244571	Monarch	HP:0002300	Mutism
AARS2	9606.ENSP00000244571	Monarch	HP:0002352	Leukoencephalopathy
AARS2	9606.ENSP00000244571	Monarch	HP:0002353	EEG abnormality
AARS2	9606.ENSP00000244571	Monarch	HP:0002354	Memory impairment
AARS2	9606.ENSP00000244571	Monarch	HP:0002362	Shuffling gait
AARS2	9606.ENSP00000244571	Monarch	HP:0002371	Loss of speech
AARS2	9606.ENSP00000244571	Monarch	HP:0002493	Upper motor neuron dysfunction
AARS2	9606.ENSP00000244571	Monarch	HP:0002500	Abnormal cerebral white matter morphology
AARS2	9606.ENSP00000244571	Monarch	HP:0002518	Abnormal periventricular white matter morphology
AARS2	9606.ENSP00000244571	Monarch	HP:0002529	Neuronal loss in central nervous system
AARS2	9606.ENSP00000244571	Monarch	HP:0003011	Abnormality of the musculature
AARS2	9606.ENSP00000244571	Monarch	HP:0003128	Lactic acidosis
AARS2	9606.ENSP00000244571	Monarch	HP:0003324	Generalized muscle weakness
AARS2	9606.ENSP00000244571	Monarch	HP:0003808	Abnormal muscle tone
AARS2	9606.ENSP00000244571	Monarch	HP:0004305	Involuntary movements
AARS2	9606.ENSP00000244571	Monarch	HP:0004323	Abnormality of body weight
AARS2	9606.ENSP00000244571	Monarch	HP:0004325	Decreased body weight
AARS2	9606.ENSP00000244571	Monarch	HP:0004360	Abnormality of acid-base homeostasis
AARS2	9606.ENSP00000244571	Monarch	HP:0006703	Aplasia/Hypoplasia of the lungs
AARS2	9606.ENSP00000244571	Monarch	HP:0006970	Periventricular leukomalacia
AARS2	9606.ENSP00000244571	Monarch	HP:0006980	Progressive leukoencephalopathy
AARS2	9606.ENSP00000244571	Monarch	HP:0007305	CNS demyelination
AARS2	9606.ENSP00000244571	Monarch	HP:0007367	Atrophy/Degeneration affecting the central nervous system
AARS2	9606.ENSP00000244571	Monarch	HP:0008209	Premature ovarian insufficiency
AARS2	9606.ENSP00000244571	Monarch	HP:0010993	Abnormal cerebral subcortex morphology
AARS2	9606.ENSP00000244571	Monarch	HP:0011282	Abnormal hindbrain morphology
AARS2	9606.ENSP00000244571	Monarch	HP:0011283	Abnormal metencephalon morphology
AARS2	9606.ENSP00000244571	Monarch	HP:0011400	Abnormal CNS myelination
AARS2	9606.ENSP00000244571	Monarch	HP:0011442	Abnormal central motor function
AARS2	9606.ENSP00000244571	Monarch	HP:0011443	Abnormality of coordination
AARS2	9606.ENSP00000244571	Monarch	HP:0011446	Abnormality of higher mental function
AARS2	9606.ENSP00000244571	Monarch	HP:0011804	Abnormal muscle physiology
AARS2	9606.ENSP00000244571	Monarch	HP:0012252	Abnormal respiratory system morphology
AARS2	9606.ENSP00000244571	Monarch	HP:0012337	Abnormal homeostasis
AARS2	9606.ENSP00000244571	Monarch	HP:0012373	Abnormal eye physiology
AARS2	9606.ENSP00000244571	Monarch	HP:0012443	Abnormality of brain morphology
AARS2	9606.ENSP00000244571	Monarch	HP:0012447	Abnormal myelination
AARS2	9606.ENSP00000244571	Monarch	HP:0012547	Abnormal involuntary eye movements
AARS2	9606.ENSP00000244571	Monarch	HP:0012638	Abnormal nervous system physiology
AARS2	9606.ENSP00000244571	Monarch	HP:0012639	Abnormal nervous system morphology
AARS2	9606.ENSP00000244571	Monarch	HP:0030012	Abnormal female reproductive system physiology
AARS2	9606.ENSP00000244571	Monarch	HP:0030178	Abnormality of central nervous system electrophysiology
AARS2	9606.ENSP00000244571	Monarch	HP:0030680	Abnormality of cardiovascular system morphology
AARS2	9606.ENSP00000244571	Monarch	HP:0031066	Abnormal ovarian physiology
AARS2	9606.ENSP00000244571	Monarch	HP:0031466	Impairment in personality functioning
AARS2	9606.ENSP00000244571	Monarch	HP:0031826	Abnormal reflex
AARS2	9606.ENSP00000244571	Monarch	HP:0033127	Abnormality of the musculoskeletal system
AARS2	9606.ENSP00000244571	Monarch	HP:0100022	Abnormality of movement
AARS2	9606.ENSP00000244571	Monarch	HP:0100543	Cognitive impairment
AARS2	9606.ENSP00000244571	Monarch	HP:0100547	Abnormal forebrain morphology
AARS2	9606.ENSP00000244571	Monarch	HP:0100705	Abnormal glial cell morphology
AARS2	9606.ENSP00000244571	Monarch	HP:4000059	Abnormal lung development
AARS2	9606.ENSP00000244571	UniProt Keywords	KW-0030	Aminoacyl-tRNA synthetase
AARS2	9606.ENSP00000244571	UniProt Keywords	KW-0067	ATP-binding
AARS2	9606.ENSP00000244571	UniProt Keywords	KW-0122	Cardiomyopathy
AARS2	9606.ENSP00000244571	UniProt Keywords	KW-0436	Ligase
AARS2	9606.ENSP00000244571	UniProt Keywords	KW-0479	Metal-binding
AARS2	9606.ENSP00000244571	UniProt Keywords	KW-0496	Mitochondrion
AARS2	9606.ENSP00000244571	UniProt Keywords	KW-0547	Nucleotide-binding
AARS2	9606.ENSP00000244571	UniProt Keywords	KW-0648	Protein biosynthesis
AARS2	9606.ENSP00000244571	UniProt Keywords	KW-0694	RNA-binding
AARS2	9606.ENSP00000244571	UniProt Keywords	KW-0809	Transit peptide
AARS2	9606.ENSP00000244571	UniProt Keywords	KW-0820	tRNA-binding
AARS2	9606.ENSP00000244571	UniProt Keywords	KW-0862	Zinc
AARS2	9606.ENSP00000244571	UniProt Keywords	KW-1066	Premature ovarian failure
AARS2	9606.ENSP00000244571	UniProt Keywords	KW-1274	Primary mitochondrial disease
AARS2	9606.ENSP00000244571	Pfam	PF01411	tRNA synthetases class II (A)
AARS2	9606.ENSP00000244571	InterPro	IPR002318	Alanine-tRNA ligase, class IIc
AARS2	9606.ENSP00000244571	InterPro	IPR009000	Translation protein, beta-barrel domain superfamily
AARS2	9606.ENSP00000244571	InterPro	IPR012947	Threonyl/alanyl tRNA synthetase, SAD
AARS2	9606.ENSP00000244571	InterPro	IPR018162	Alanine-tRNA ligase, class IIc, anti-codon-binding domain superfamily
AARS2	9606.ENSP00000244571	InterPro	IPR018163	Threonyl/alanyl tRNA synthetase, class II-like, putative editing domain superfamily
AARS2	9606.ENSP00000244571	InterPro	IPR018164	Alanyl-tRNA synthetase, class IIc, N-terminal
AARS2	9606.ENSP00000244571	InterPro	IPR018165	Alanyl-tRNA synthetase, class IIc, core domain
AARS2	9606.ENSP00000244571	InterPro	IPR023033	Alanine-tRNA ligase, eukaryota/bacteria
AARS2	9606.ENSP00000244571	InterPro	IPR045864	Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)
AARS2	9606.ENSP00000244571	SMART	SM00863	Threonyl and Alanyl tRNA synthetase second additional domain
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0006082	Organic acid metabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0006520	Cellular amino acid metabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0006553	Lysine metabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0006575	Cellular modified amino acid metabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0006725	Cellular aromatic compound metabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0006760	Folic acid-containing compound metabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0006766	Vitamin metabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0006767	Water-soluble vitamin metabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0006807	Nitrogen compound metabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0008152	Metabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0008652	Cellular amino acid biosynthetic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0009056	Catabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0009058	Biosynthetic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0009066	Aspartate family amino acid metabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0009067	Aspartate family amino acid biosynthetic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0009085	Lysine biosynthetic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0009256	10-formyltetrahydrofolate metabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0009258	10-formyltetrahydrofolate catabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0009397	Folic acid-containing compound catabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0009987	Cellular process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0010467	Gene expression
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0015939	Pantothenate metabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0016053	Organic acid biosynthetic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0016054	Organic acid catabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0018215	Protein phosphopantetheinylation
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0019439	Aromatic compound catabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0019538	Protein metabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0019752	Carboxylic acid metabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0019878	Lysine biosynthetic process via aminoadipic acid
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0032787	Monocarboxylic acid metabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0034641	Cellular nitrogen compound metabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0036211	Protein modification process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0042219	Cellular modified amino acid catabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0042558	Pteridine-containing compound metabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0042560	Pteridine-containing compound catabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0043170	Macromolecule metabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0043412	Macromolecule modification
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0043436	Oxoacid metabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0043603	Cellular amide metabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0043648	Dicarboxylic acid metabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0043649	Dicarboxylic acid catabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0044237	Cellular metabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0044238	Primary metabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0044248	Cellular catabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0044249	Cellular biosynthetic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0044270	Cellular nitrogen compound catabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0044281	Small molecule metabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0044282	Small molecule catabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0044283	Small molecule biosynthetic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0046394	Carboxylic acid biosynthetic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0046395	Carboxylic acid catabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0046483	Heterocycle metabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0046653	Tetrahydrofolate metabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0046700	Heterocycle catabolic process
AASDHPPT	9606.ENSP00000278618	GO Process	GO:0051604	Protein maturation
