#node	identifier	category	term ID	term description
ACOT1	9606.ENSP00000311224	KEGG	hsa01040	Biosynthesis of unsaturated fatty acids
ACOT1	9606.ENSP00000311224	KEGG	hsa01100	Metabolic pathways
ACOT1	9606.ENSP00000311224	KEGG	hsa04913	Ovarian steroidogenesis
ACOT1	9606.ENSP00000311224	Reactome	HSA-1430728	Metabolism
ACOT1	9606.ENSP00000311224	Reactome	HSA-556833	Metabolism of lipids
ACOT1	9606.ENSP00000311224	Reactome	HSA-77289	Mitochondrial Fatty Acid Beta-Oxidation
ACOT1	9606.ENSP00000311224	Reactome	HSA-8978868	Fatty acid metabolism
ACOT1	9606.ENSP00000311224	WikiPathways	WP4545	Oxysterols derived from cholesterol
ACOT1	9606.ENSP00000311224	WikiPathways	WP4723	Omega-3 / omega-6 fatty acid synthesis
ACOT1	9606.ENSP00000311224	WikiPathways	WP5064	7-oxo-C and 7-beta-HC pathways
ACOT1	9606.ENSP00000311224	WikiPathways	WP5329	Cholesterol biosynthesis pathway in hepatocytes
ACOT1	9606.ENSP00000311224	TISSUES	BTO:0001586	Lymphoid cell line
ACOT1	9606.ENSP00000311224	TISSUES	BTO:0002551	ACH-2 cell
ACOT1	9606.ENSP00000311224	COMPARTMENTS	GOCC:0005622	Intracellular
ACOT1	9606.ENSP00000311224	COMPARTMENTS	GOCC:0005737	Cytoplasm
ACOT1	9606.ENSP00000311224	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
ACOT1	9606.ENSP00000311224	UniProt Keywords	KW-0276	Fatty acid metabolism
ACOT1	9606.ENSP00000311224	UniProt Keywords	KW-0378	Hydrolase
ACOT1	9606.ENSP00000311224	UniProt Keywords	KW-0443	Lipid metabolism
ACOT1	9606.ENSP00000311224	UniProt Keywords	KW-0719	Serine esterase
ACOT1	9606.ENSP00000311224	UniProt Keywords	KW-0963	Cytoplasm
ACOT1	9606.ENSP00000311224	Pfam	PF04775	Acyl-CoA thioester hydrolase/BAAT N-terminal region
ACOT1	9606.ENSP00000311224	Pfam	PF08840	BAAT / Acyl-CoA thioester hydrolase C terminal
ACOT1	9606.ENSP00000311224	InterPro	IPR006862	Acyl-CoA thioester hydrolase/bile acid-CoA amino acid N-acetyltransferase
ACOT1	9606.ENSP00000311224	InterPro	IPR014940	BAAT/Acyl-CoA thioester hydrolase C-terminal
ACOT1	9606.ENSP00000311224	InterPro	IPR016662	Acyl-CoA thioesterase, long chain
ACOT1	9606.ENSP00000311224	InterPro	IPR029058	Alpha/Beta hydrolase fold
ACOT1	9606.ENSP00000311224	InterPro	IPR042490	Acyl-CoA thioester hydrolase/BAAT, N-terminal
AK1	9606.ENSP00000223836	GO Process	GO:0006139	Nucleobase-containing compound metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0006163	Purine nucleotide metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0006164	Purine nucleotide biosynthetic process
AK1	9606.ENSP00000223836	GO Process	GO:0006165	Nucleoside diphosphate phosphorylation
AK1	9606.ENSP00000223836	GO Process	GO:0006172	ADP biosynthetic process
AK1	9606.ENSP00000223836	GO Process	GO:0006725	Cellular aromatic compound metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0006753	Nucleoside phosphate metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0006793	Phosphorus metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0006796	Phosphate-containing compound metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0006807	Nitrogen compound metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0008152	Metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0009058	Biosynthetic process
AK1	9606.ENSP00000223836	GO Process	GO:0009117	Nucleotide metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0009123	Nucleoside monophosphate metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0009126	Purine nucleoside monophosphate metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0009132	Nucleoside diphosphate metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0009133	Nucleoside diphosphate biosynthetic process
AK1	9606.ENSP00000223836	GO Process	GO:0009135	Purine nucleoside diphosphate metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0009136	Purine nucleoside diphosphate biosynthetic process
AK1	9606.ENSP00000223836	GO Process	GO:0009141	Nucleoside triphosphate metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0009142	Nucleoside triphosphate biosynthetic process
AK1	9606.ENSP00000223836	GO Process	GO:0009144	Purine nucleoside triphosphate metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0009150	Purine ribonucleotide metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0009152	Purine ribonucleotide biosynthetic process
AK1	9606.ENSP00000223836	GO Process	GO:0009161	Ribonucleoside monophosphate metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0009165	Nucleotide biosynthetic process
AK1	9606.ENSP00000223836	GO Process	GO:0009167	Purine ribonucleoside monophosphate metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0009179	Purine ribonucleoside diphosphate metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0009180	Purine ribonucleoside diphosphate biosynthetic process
AK1	9606.ENSP00000223836	GO Process	GO:0009185	Ribonucleoside diphosphate metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0009188	Ribonucleoside diphosphate biosynthetic process
AK1	9606.ENSP00000223836	GO Process	GO:0009199	Ribonucleoside triphosphate metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0009205	Purine ribonucleoside triphosphate metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0009259	Ribonucleotide metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0009260	Ribonucleotide biosynthetic process
AK1	9606.ENSP00000223836	GO Process	GO:0009987	Cellular process
AK1	9606.ENSP00000223836	GO Process	GO:0015949	Nucleobase-containing small molecule interconversion
AK1	9606.ENSP00000223836	GO Process	GO:0016310	Phosphorylation
AK1	9606.ENSP00000223836	GO Process	GO:0018130	Heterocycle biosynthetic process
AK1	9606.ENSP00000223836	GO Process	GO:0019438	Aromatic compound biosynthetic process
AK1	9606.ENSP00000223836	GO Process	GO:0019637	Organophosphate metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0019693	Ribose phosphate metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0034641	Cellular nitrogen compound metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0034654	Nucleobase-containing compound biosynthetic process
AK1	9606.ENSP00000223836	GO Process	GO:0044237	Cellular metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0044238	Primary metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0044249	Cellular biosynthetic process
AK1	9606.ENSP00000223836	GO Process	GO:0044271	Cellular nitrogen compound biosynthetic process
AK1	9606.ENSP00000223836	GO Process	GO:0044281	Small molecule metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0046031	ADP metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0046033	AMP metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0046034	ATP metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0046390	Ribose phosphate biosynthetic process
AK1	9606.ENSP00000223836	GO Process	GO:0046483	Heterocycle metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0046939	Nucleotide phosphorylation
AK1	9606.ENSP00000223836	GO Process	GO:0046940	Nucleoside monophosphate phosphorylation
AK1	9606.ENSP00000223836	GO Process	GO:0055086	Nucleobase-containing small molecule metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0071704	Organic substance metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0072521	Purine-containing compound metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:0072522	Purine-containing compound biosynthetic process
AK1	9606.ENSP00000223836	GO Process	GO:0090407	Organophosphate biosynthetic process
AK1	9606.ENSP00000223836	GO Process	GO:1901135	Carbohydrate derivative metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:1901137	Carbohydrate derivative biosynthetic process
AK1	9606.ENSP00000223836	GO Process	GO:1901293	Nucleoside phosphate biosynthetic process
AK1	9606.ENSP00000223836	GO Process	GO:1901360	Organic cyclic compound metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:1901362	Organic cyclic compound biosynthetic process
AK1	9606.ENSP00000223836	GO Process	GO:1901564	Organonitrogen compound metabolic process
AK1	9606.ENSP00000223836	GO Process	GO:1901566	Organonitrogen compound biosynthetic process
AK1	9606.ENSP00000223836	GO Process	GO:1901576	Organic substance biosynthetic process
AK1	9606.ENSP00000223836	GO Function	GO:0000166	Nucleotide binding
AK1	9606.ENSP00000223836	GO Function	GO:0003824	Catalytic activity
AK1	9606.ENSP00000223836	GO Function	GO:0004017	Adenylate kinase activity
AK1	9606.ENSP00000223836	GO Function	GO:0004550	Nucleoside diphosphate kinase activity
AK1	9606.ENSP00000223836	GO Function	GO:0005488	Binding
AK1	9606.ENSP00000223836	GO Function	GO:0005524	ATP binding
AK1	9606.ENSP00000223836	GO Function	GO:0016301	Kinase activity
AK1	9606.ENSP00000223836	GO Function	GO:0016740	Transferase activity
AK1	9606.ENSP00000223836	GO Function	GO:0016772	Transferase activity, transferring phosphorus-containing groups
AK1	9606.ENSP00000223836	GO Function	GO:0016776	Phosphotransferase activity, phosphate group as acceptor
AK1	9606.ENSP00000223836	GO Function	GO:0017076	Purine nucleotide binding
AK1	9606.ENSP00000223836	GO Function	GO:0019205	Nucleobase-containing compound kinase activity
AK1	9606.ENSP00000223836	GO Function	GO:0030554	Adenyl nucleotide binding
AK1	9606.ENSP00000223836	GO Function	GO:0032553	Ribonucleotide binding
AK1	9606.ENSP00000223836	GO Function	GO:0032555	Purine ribonucleotide binding
AK1	9606.ENSP00000223836	GO Function	GO:0032559	Adenyl ribonucleotide binding
AK1	9606.ENSP00000223836	GO Function	GO:0035639	Purine ribonucleoside triphosphate binding
AK1	9606.ENSP00000223836	GO Function	GO:0036094	Small molecule binding
AK1	9606.ENSP00000223836	GO Function	GO:0043167	Ion binding
AK1	9606.ENSP00000223836	GO Function	GO:0043168	Anion binding
AK1	9606.ENSP00000223836	GO Function	GO:0050145	Nucleoside monophosphate kinase activity
AK1	9606.ENSP00000223836	GO Function	GO:0097159	Organic cyclic compound binding
AK1	9606.ENSP00000223836	GO Function	GO:0097367	Carbohydrate derivative binding
AK1	9606.ENSP00000223836	GO Function	GO:1901265	Nucleoside phosphate binding
AK1	9606.ENSP00000223836	GO Function	GO:1901363	Heterocyclic compound binding
AK1	9606.ENSP00000223836	GO Component	GO:0001520	Outer dense fiber
AK1	9606.ENSP00000223836	GO Component	GO:0005576	Extracellular region
AK1	9606.ENSP00000223836	GO Component	GO:0005615	Extracellular space
AK1	9606.ENSP00000223836	GO Component	GO:0005622	Intracellular anatomical structure
AK1	9606.ENSP00000223836	GO Component	GO:0005737	Cytoplasm
AK1	9606.ENSP00000223836	GO Component	GO:0005829	Cytosol
AK1	9606.ENSP00000223836	GO Component	GO:0005856	Cytoskeleton
AK1	9606.ENSP00000223836	GO Component	GO:0005929	Cilium
AK1	9606.ENSP00000223836	GO Component	GO:0031514	Motile cilium
AK1	9606.ENSP00000223836	GO Component	GO:0031982	Vesicle
AK1	9606.ENSP00000223836	GO Component	GO:0036126	Sperm flagellum
AK1	9606.ENSP00000223836	GO Component	GO:0042995	Cell projection
AK1	9606.ENSP00000223836	GO Component	GO:0043226	Organelle
AK1	9606.ENSP00000223836	GO Component	GO:0043227	Membrane-bounded organelle
AK1	9606.ENSP00000223836	GO Component	GO:0043228	Non-membrane-bounded organelle
AK1	9606.ENSP00000223836	GO Component	GO:0043229	Intracellular organelle
AK1	9606.ENSP00000223836	GO Component	GO:0043230	Extracellular organelle
AK1	9606.ENSP00000223836	GO Component	GO:0043232	Intracellular non-membrane-bounded organelle
AK1	9606.ENSP00000223836	GO Component	GO:0065010	Extracellular membrane-bounded organelle
AK1	9606.ENSP00000223836	GO Component	GO:0070062	Extracellular exosome
AK1	9606.ENSP00000223836	GO Component	GO:0097729	9+2 motile cilium
AK1	9606.ENSP00000223836	GO Component	GO:0099080	Supramolecular complex
AK1	9606.ENSP00000223836	GO Component	GO:0099081	Supramolecular polymer
AK1	9606.ENSP00000223836	GO Component	GO:0099512	Supramolecular fiber
AK1	9606.ENSP00000223836	GO Component	GO:0099513	Polymeric cytoskeletal fiber
AK1	9606.ENSP00000223836	GO Component	GO:0110165	Cellular anatomical entity
AK1	9606.ENSP00000223836	GO Component	GO:0120025	Plasma membrane bounded cell projection
AK1	9606.ENSP00000223836	GO Component	GO:1903561	Extracellular vesicle
AK1	9606.ENSP00000223836	STRING clusters	CL:10561	Purine metabolism, and Pyrimidine metabolism
AK1	9606.ENSP00000223836	STRING clusters	CL:10562	Metabolism of nucleotides, and Ribose-phosphate pyrophosphokinase
AK1	9606.ENSP00000223836	STRING clusters	CL:10564	Metabolism of nucleotides, and Ribose-phosphate pyrophosphokinase
AK1	9606.ENSP00000223836	STRING clusters	CL:10565	Pyrimidine metabolism, and Purine nucleoside monophosphate biosynthetic process
AK1	9606.ENSP00000223836	STRING clusters	CL:10681	Interconversion of nucleotide di- and triphosphates, and UTP metabolic process
AK1	9606.ENSP00000223836	KEGG	hsa00230	Purine metabolism
AK1	9606.ENSP00000223836	KEGG	hsa00730	Thiamine metabolism
AK1	9606.ENSP00000223836	KEGG	hsa01100	Metabolic pathways
AK1	9606.ENSP00000223836	Reactome	HSA-1430728	Metabolism
AK1	9606.ENSP00000223836	Reactome	HSA-15869	Metabolism of nucleotides
AK1	9606.ENSP00000223836	Reactome	HSA-499943	Interconversion of nucleotide di- and triphosphates
AK1	9606.ENSP00000223836	DISEASES	DOID:0050177	Monogenic disease
AK1	9606.ENSP00000223836	DISEASES	DOID:0050737	Autosomal recessive disease
AK1	9606.ENSP00000223836	DISEASES	DOID:0050739	Autosomal genetic disease
AK1	9606.ENSP00000223836	DISEASES	DOID:0060020	Reticular dysgenesis
AK1	9606.ENSP00000223836	DISEASES	DOID:0080015	Physical disorder
AK1	9606.ENSP00000223836	DISEASES	DOID:0111962	Combined immunodeficiency
AK1	9606.ENSP00000223836	DISEASES	DOID:2355	Anemia
AK1	9606.ENSP00000223836	DISEASES	DOID:2914	Immune system disease
AK1	9606.ENSP00000223836	DISEASES	DOID:4	Disease
AK1	9606.ENSP00000223836	DISEASES	DOID:583	Hemolytic anemia
AK1	9606.ENSP00000223836	DISEASES	DOID:589	Congenital hemolytic anemia
AK1	9606.ENSP00000223836	DISEASES	DOID:612	Primary immunodeficiency disease
AK1	9606.ENSP00000223836	DISEASES	DOID:627	Severe combined immunodeficiency
AK1	9606.ENSP00000223836	DISEASES	DOID:630	Genetic disease
AK1	9606.ENSP00000223836	DISEASES	DOID:7	Disease of anatomical entity
AK1	9606.ENSP00000223836	DISEASES	DOID:720	Normocytic anemia
AK1	9606.ENSP00000223836	DISEASES	DOID:74	Hematopoietic system disease
AK1	9606.ENSP00000223836	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
AK1	9606.ENSP00000223836	TISSUES	BTO:0000042	Animal
AK1	9606.ENSP00000223836	TISSUES	BTO:0000058	Alimentary canal
AK1	9606.ENSP00000223836	TISSUES	BTO:0000088	Cardiovascular system
AK1	9606.ENSP00000223836	TISSUES	BTO:0000202	Sense organ
AK1	9606.ENSP00000223836	TISSUES	BTO:0000269	Colon
AK1	9606.ENSP00000223836	TISSUES	BTO:0000282	Head
AK1	9606.ENSP00000223836	TISSUES	BTO:0000345	Digestive gland
AK1	9606.ENSP00000223836	TISSUES	BTO:0000439	Eye
AK1	9606.ENSP00000223836	TISSUES	BTO:0000511	Gastrointestinal tract
AK1	9606.ENSP00000223836	TISSUES	BTO:0000522	Gland
AK1	9606.ENSP00000223836	TISSUES	BTO:0000562	Heart
AK1	9606.ENSP00000223836	TISSUES	BTO:0000648	Intestine
AK1	9606.ENSP00000223836	TISSUES	BTO:0000706	Large intestine
AK1	9606.ENSP00000223836	TISSUES	BTO:0000862	Heart ventricle
AK1	9606.ENSP00000223836	TISSUES	BTO:0000887	Muscle
AK1	9606.ENSP00000223836	TISSUES	BTO:0001103	Skeletal muscle
AK1	9606.ENSP00000223836	TISSUES	BTO:0001175	Retina
AK1	9606.ENSP00000223836	TISSUES	BTO:0001369	Vertebrate muscular system
AK1	9606.ENSP00000223836	TISSUES	BTO:0001485	Muscular system
AK1	9606.ENSP00000223836	TISSUES	BTO:0001486	Skeletal system
AK1	9606.ENSP00000223836	TISSUES	BTO:0001488	Endocrine gland
AK1	9606.ENSP00000223836	TISSUES	BTO:0001489	Whole body
AK1	9606.ENSP00000223836	TISSUES	BTO:0001491	Viscus
AK1	9606.ENSP00000223836	TISSUES	BTO:0001613	Colorectum
AK1	9606.ENSP00000223836	TISSUES	BTO:0001629	Left ventricle
AK1	9606.ENSP00000223836	COMPARTMENTS	GOCC:0001520	Outer dense fiber
AK1	9606.ENSP00000223836	COMPARTMENTS	GOCC:0005622	Intracellular
AK1	9606.ENSP00000223836	COMPARTMENTS	GOCC:0005737	Cytoplasm
AK1	9606.ENSP00000223836	COMPARTMENTS	GOCC:0005829	Cytosol
AK1	9606.ENSP00000223836	COMPARTMENTS	GOCC:0005856	Cytoskeleton
AK1	9606.ENSP00000223836	COMPARTMENTS	GOCC:0005929	Cilium
AK1	9606.ENSP00000223836	COMPARTMENTS	GOCC:0031514	Motile cilium
AK1	9606.ENSP00000223836	COMPARTMENTS	GOCC:0036126	Sperm flagellum
AK1	9606.ENSP00000223836	COMPARTMENTS	GOCC:0042995	Cell projection
AK1	9606.ENSP00000223836	COMPARTMENTS	GOCC:0043226	Organelle
AK1	9606.ENSP00000223836	COMPARTMENTS	GOCC:0043228	Non-membrane-bounded organelle
AK1	9606.ENSP00000223836	COMPARTMENTS	GOCC:0043229	Intracellular organelle
AK1	9606.ENSP00000223836	COMPARTMENTS	GOCC:0043232	Intracellular non-membrane-bounded organelle
AK1	9606.ENSP00000223836	COMPARTMENTS	GOCC:0097729	9+2 motile cilium
AK1	9606.ENSP00000223836	COMPARTMENTS	GOCC:0099080	Supramolecular complex
AK1	9606.ENSP00000223836	COMPARTMENTS	GOCC:0099081	Supramolecular polymer
AK1	9606.ENSP00000223836	COMPARTMENTS	GOCC:0099512	Supramolecular fiber
AK1	9606.ENSP00000223836	COMPARTMENTS	GOCC:0099513	Polymeric cytoskeletal fiber
AK1	9606.ENSP00000223836	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
AK1	9606.ENSP00000223836	COMPARTMENTS	GOCC:0120025	Plasma membrane bounded cell projection
AK1	9606.ENSP00000223836	Monarch	EFO:0004348	Hematocrit
AK1	9606.ENSP00000223836	Monarch	EFO:0004503	Hematological measurement
AK1	9606.ENSP00000223836	Monarch	EFO:0004509	Hemoglobin measurement
AK1	9606.ENSP00000223836	Monarch	EFO:0004747	Protein measurement
AK1	9606.ENSP00000223836	Monarch	EFO:0007937	Blood protein measurement
AK1	9606.ENSP00000223836	Monarch	HP:0000118	Phenotypic abnormality
AK1	9606.ENSP00000223836	Monarch	HP:0001871	Abnormality of blood and blood-forming tissues
AK1	9606.ENSP00000223836	Monarch	HP:0001877	Abnormal erythrocyte morphology
AK1	9606.ENSP00000223836	Monarch	HP:0001878	Hemolytic anemia
AK1	9606.ENSP00000223836	Monarch	HP:0001903	Anemia
AK1	9606.ENSP00000223836	Monarch	HP:0011895	Anemia due to reduced life span of red cells
AK1	9606.ENSP00000223836	UniProt Keywords	KW-0007	Acetylation
AK1	9606.ENSP00000223836	UniProt Keywords	KW-0067	ATP-binding
AK1	9606.ENSP00000223836	UniProt Keywords	KW-0360	Hereditary hemolytic anemia
AK1	9606.ENSP00000223836	UniProt Keywords	KW-0418	Kinase
AK1	9606.ENSP00000223836	UniProt Keywords	KW-0547	Nucleotide-binding
AK1	9606.ENSP00000223836	UniProt Keywords	KW-0597	Phosphoprotein
AK1	9606.ENSP00000223836	UniProt Keywords	KW-0808	Transferase
AK1	9606.ENSP00000223836	UniProt Keywords	KW-0963	Cytoplasm
AK1	9606.ENSP00000223836	Pfam	PF13238	AAA domain
AK1	9606.ENSP00000223836	InterPro	IPR000850	Adenylate kinase/UMP-CMP kinase
AK1	9606.ENSP00000223836	InterPro	IPR006267	Adenylate kinase, isozyme 1/5
AK1	9606.ENSP00000223836	InterPro	IPR027417	P-loop containing nucleoside triphosphate hydrolase
AK1	9606.ENSP00000223836	InterPro	IPR028582	Adenylate kinase isoenzyme 1
AK1	9606.ENSP00000223836	InterPro	IPR033690	Adenylate kinase, conserved site
ALDH18A1	9606.ENSP00000360268	GO Process	GO:0000052	Citrulline metabolic process
ALDH18A1	9606.ENSP00000360268	GO Process	GO:0006082	Organic acid metabolic process
ALDH18A1	9606.ENSP00000360268	GO Process	GO:0006520	Cellular amino acid metabolic process
ALDH18A1	9606.ENSP00000360268	GO Process	GO:0006536	Glutamate metabolic process
ALDH18A1	9606.ENSP00000360268	GO Process	GO:0006560	Proline metabolic process
ALDH18A1	9606.ENSP00000360268	GO Process	GO:0006561	Proline biosynthetic process
ALDH18A1	9606.ENSP00000360268	GO Process	GO:0006591	Ornithine metabolic process
ALDH18A1	9606.ENSP00000360268	GO Process	GO:0006592	Ornithine biosynthetic process
ALDH18A1	9606.ENSP00000360268	GO Process	GO:0006793	Phosphorus metabolic process
ALDH18A1	9606.ENSP00000360268	GO Process	GO:0006796	Phosphate-containing compound metabolic process
ALDH18A1	9606.ENSP00000360268	GO Process	GO:0006807	Nitrogen compound metabolic process
ALDH18A1	9606.ENSP00000360268	GO Process	GO:0008152	Metabolic process
ALDH18A1	9606.ENSP00000360268	GO Process	GO:0008652	Cellular amino acid biosynthetic process
ALDH18A1	9606.ENSP00000360268	GO Process	GO:0009058	Biosynthetic process
ALDH18A1	9606.ENSP00000360268	GO Process	GO:0009064	Glutamine family amino acid metabolic process
ALDH18A1	9606.ENSP00000360268	GO Process	GO:0009084	Glutamine family amino acid biosynthetic process
ALDH18A1	9606.ENSP00000360268	GO Process	GO:0009987	Cellular process
ALDH18A1	9606.ENSP00000360268	GO Process	GO:0016053	Organic acid biosynthetic process
ALDH18A1	9606.ENSP00000360268	GO Process	GO:0016310	Phosphorylation
ALDH18A1	9606.ENSP00000360268	GO Process	GO:0018130	Heterocycle biosynthetic process
