#node	identifier	x_position	y_position	color	annotation
COX16	9606.ENSP00000374562	0.4252737226277372	0.7385386819484242	rgb(117,117,239)	Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial; Required for the assembly of the mitochondrial respiratory chain complex IV (CIV), also known as cytochrome c oxidase. Promotes the insertion of copper into the active site of cytochrome c oxidase subunit II (MT-CO2/COX2). Interacts specifically with newly synthesized MT-CO2/COX and its copper center-forming metallochaperones SCO1, SCO2 and COA6. Probably facilitates MT-CO2/COX2 association with the MITRAC assembly intermediate containing MT- CO1/COX1, thereby participating in merging the MT-CO1/COX1 and MT- CO2/COX2 a [...] 
CPAMD8	9606.ENSP00000498697	0.7135036496350365	0.9113180515759313	rgb(117,239,186)	C3 and PZP like alpha-2-macroglobulin domain containing 8; Belongs to the protease inhibitor I39 (alpha-2- macroglobulin) family.
CRHBP	9606.ENSP00000274368	0.2947080291970803	0.8236389684813754	rgb(117,170,239)	Corticotropin-releasing factor-binding protein; Binds CRF and inactivates it. May prevent inappropriate pituitary-adrenal stimulation in pregnancy; Belongs to the CRF-binding protein family.
DARS2	9606.ENSP00000497569	0.4942518248175182	0.6826647564469914	rgb(239,134,117)	Aspartate--tRNA ligase, mitochondrial; aspartyl-tRNA synthetase 2, mitochondrial.
DBNDD2	9606.ENSP00000361795	0.8949817518248175	0.16604584527220628	rgb(117,239,117)	Dysbindin domain-containing protein 2; May modulate the activity of casein kinase-1. Inhibits CSNK1D autophosphorylation (in vitro); Belongs to the dysbindin family.
DDX28	9606.ENSP00000332340	0.7849452554744526	0.7136103151862465	rgb(239,227,117)	Probable ATP-dependent RNA helicase DDX28; Plays an essential role in facilitating the proper assembly of the mitochondrial large ribosomal subunit and its helicase activity is essential for this function. May be involved in RNA processing or transport. Has RNA and Mg(2+)- dependent ATPase activity.
DLST	9606.ENSP00000335304	0.49014598540145987	0.6371060171919771	rgb(117,239,180)	2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase); Dihydrolipoamide succinyltransferase (E2) component of the 2- oxoglutarate dehydrogenase complex. The 2-oxoglutarate dehydrogenase complex catalyzes the overall conversion of 2-oxoglutarate to succinyl- CoA and CO(2). The 2-oxoglutarate dehydrogenase complex is mainly active in the mitochondrion. A fraction of the 2-oxoglutarate dehydrogenase complex also localizes in the nucleus and is required for lysine succinylation of histones: associates with KAT2A on chromatin and provides succinyl-CoA to histone s [...] 
EEF1B2	9606.ENSP00000376055	0.7332116788321168	0.5167621776504298	rgb(117,199,239)	Elongation factor 1-beta; EF-1-beta and EF-1-delta stimulate the exchange of GDP bound to EF-1-alpha to GTP.
EXOC6	9606.ENSP00000260762	0.6092153284671533	0.8107449856733525	rgb(170,239,117)	Exocyst complex component 6; Component of the exocyst complex involved in the docking of exocytic vesicles with fusion sites on the plasma membrane. Together with RAB11A, RAB3IP, RAB8A, PARD3, PRKCI, ANXA2, CDC42 and DNMBP promotes transcytosis of PODXL to the apical membrane initiation sites (AMIS), apical surface formation and lumenogenesis (By similarity).
FARS2	9606.ENSP00000316335	0.5328467153284672	0.6508595988538682	rgb(117,239,134)	Phenylalanine--tRNA ligase, mitochondrial; Is responsible for the charging of tRNA(Phe) with phenylalanine in mitochondrial translation. To a lesser extent, also catalyzes direct attachment of m-Tyr (an oxidized version of Phe) to tRNA(Phe), thereby opening the way for delivery of the misacylated tRNA to the ribosome and incorporation of ROS-damaged amino acid into proteins; Belongs to the class-II aminoacyl-tRNA synthetase family.
FDXR	9606.ENSP00000416515	0.5049270072992701	0.40931232091690545	rgb(117,239,209)	NADPH:adrenodoxin oxidoreductase, mitochondrial; Serves as the first electron transfer protein in all the mitochondrial P450 systems including cholesterol side chain cleavage in all steroidogenic tissues, steroid 11-beta hydroxylation in the adrenal cortex, 25-OH-vitamin D3-24 hydroxylation in the kidney, and sterol C- 27 hydroxylation in the liver.
FH	9606.ENSP00000355518	0.3776459854014599	0.5313753581661892	rgb(117,217,239)	Fumarate hydratase, mitochondrial; Catalyzes the reversible stereospecific interconversion of fumarate to L-malate. Experiments in other species have demonstrated that specific isoforms of this protein act in defined pathways and favor one direction over the other (Probable).  [Isoform Cytoplasmic]: Catalyzes the dehydration of L-malate to fumarate (By similarity). Fumarate metabolism in the cytosol plays a role during urea cycle and arginine metabolism; fumarate being a by- product of the urea cycle and amino-acid catabolism (By similarity). Also plays a role in DNA repair by promotin [...] 
G6PD	9606.ENSP00000377192	0.44333941605839416	0.6465616045845273	rgb(0,28,178)	Glucose-6-phosphate 1-dehydrogenase; Cytosolic glucose-6-phosphate dehydrogenase that catalyzes the first and rate-limiting step of the oxidative branch within the pentose phosphate pathway/shunt, an alternative route to glycolysis for the dissimilation of carbohydrates and a major source of reducing power and metabolic intermediates for fatty acid and nucleic acid biosynthetic processes.
GADD45GIP1	9606.ENSP00000323065	0.7603102189781022	0.7626074498567336	rgb(239,158,117)	Growth arrest and DNA damage-inducible proteins-interacting protein 1; Acts as a negative regulator of G1 to S cell cycle phase progression by inhibiting cyclin-dependent kinases. Inhibitory effects are additive with GADD45 proteins but occurs also in the absence of GADD45 proteins. Acts as a repressor of the orphan nuclear receptor NR4A1 by inhibiting AB domain-mediated transcriptional activity. May be involved in the hormone-mediated regulation of NR4A1 transcriptional activity. May play a role in mitochondrial protein synthesis; Belongs to the mitochondrion-specific ribosomal protei [...] 
GATC	9606.ENSP00000446872	0.5829379562043796	0.3267908309455587	rgb(239,192,117)	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial; Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in the mitochondria. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln). Belongs to the GatC family.
GCLC	9606.ENSP00000497574	0.763594890510949	0.49097421203438396	rgb(150,101,255)	Glutamate-cysteine ligase catalytic subunit.
GLRX5	9606.ENSP00000328570	0.4679744525547445	0.37664756446991404	rgb(117,182,239)	Glutaredoxin-related protein 5, mitochondrial; Monothiol glutaredoxin involved in the biogenesis of iron- sulfur clusters. Involved in protein lipoylation, acting in the pathway that provides an iron-sulfur cluster to lipoate synthase. Required for normal iron homeostasis. Required for normal regulation of hemoglobin synthesis by the iron- sulfur protein ACO1. May protect cells against apoptosis due to reactive oxygen species and oxidative stress (By similarity).
GLS	9606.ENSP00000317379	0.6264598540145986	0.3671919770773639	rgb(117,124,239)	Glutaminase kidney isoform, mitochondrial 65 kDa chain; Catalyzes the first reaction in the primary pathway for the renal catabolism of glutamine. Plays a role in maintaining acid-base homeostasis. Regulates the levels of the neurotransmitter glutamate, the main excitatory neurotransmitter in the brain ; Belongs to the glutaminase family.
GSS	9606.ENSP00000495750	0.722536496350365	0.442836676217765	rgb(14,178,0)	Glutathione synthetase.
GTPBP8	9606.ENSP00000373176	0.7389598540145986	0.6035816618911175	rgb(239,117,117)	GTP binding protein 8.
HSD17B10	9606.ENSP00000168216	0.5188868613138686	0.6044412607449857	rgb(117,158,239)	3-hydroxyacyl-CoA dehydrogenase type-2; Mitochondrial dehydrogenase that catalyzes the beta-oxidation at position 17 of androgens and estrogens and has 3-alpha- hydroxysteroid dehydrogenase activity with androsterone. Catalyzes the third step in the beta-oxidation of fatty acids. Carries out oxidative conversions of 7-alpha-OH and 7-beta-OH bile acids. Also exhibits 20-beta-OH and 21-OH dehydrogenase activities with C21 steroids. By interacting with intracellular amyloid-beta, it may contribute to the neuronal dysfunction associated with Alzheimer disease (AD). Essential for structural [...] 
IBA57	9606.ENSP00000355672	0.5583029197080293	0.4101719197707736	rgb(216,239,117)	Putative transferase CAF17, mitochondrial; Involved in the maturation of mitochondrial 4Fe-4S proteins functioning late in the iron-sulfur cluster assembly pathway.
IREB2	9606.ENSP00000258886	0.5476277372262774	0.4591690544412607	rgb(239,169,117)	Iron-responsive element-binding protein 2; RNA-binding protein that binds to iron-responsive elements (IRES), which are stem-loop structures found in the 5'-UTR of ferritin, and delta aminolevulinic acid synthase mRNAs, and in the 3'-UTR of transferrin receptor mRNA. Binding to the IRE element in ferritin results in the repression of its mRNA translation. Binding of the protein to the transferrin receptor mRNA inhibits the degradation of this otherwise rapidly degraded mRNA.
ISCA1	9606.ENSP00000365159	0.5583029197080293	0.3714899713467049	rgb(158,239,117)	Iron-sulfur cluster assembly 1 homolog, mitochondrial; Involved in the maturation of mitochondrial 4Fe-4S proteins functioning late in the iron-sulfur cluster assembly pathway. Probably involved in the binding of an intermediate of Fe/S cluster assembly. Belongs to the HesB/IscA family.
ISCA2	9606.ENSP00000452007	0.5024635036496351	0.3431232091690544	rgb(239,198,117)	Iron-sulfur cluster assembly 2 homolog, mitochondrial; Involved in the maturation of mitochondrial 4Fe-4S proteins functioning late in the iron-sulfur cluster assembly pathway. May be involved in the binding of an intermediate of Fe/S cluster assembly.
KIAA1143	9606.ENSP00000296121	0.7693430656934307	0.8528653295128941	rgb(181,239,117)	Uncharacterized protein KIAA1143; KIAA1143.
KRT16	9606.ENSP00000301653	0.18302919708029197	0.7944126074498568	rgb(117,176,239)	Keratin, type I cytoskeletal 16; Epidermis-specific type I keratin that plays a key role in skin. Acts as a regulator of innate immunity in response to skin barrier breach: required for some inflammatory checkpoint for the skin barrier maintenance; Belongs to the intermediate filament family.
LIPT1	9606.ENSP00000377115	0.6855839416058396	0.4454154727793696	rgb(117,239,238)	Lipoyltransferase 1, mitochondrial; Catalyzes the transfer of the lipoyl group from lipoyl-AMP to the specific lysine residue of lipoyl domains of lipoate-dependent enzymes; Belongs to the LplA family.
LIPT2	9606.ENSP00000309463	0.6223540145985402	0.4651862464183381	rgb(117,153,239)	Putative lipoyltransferase 2, mitochondrial; Catalyzes the transfer of endogenously produced octanoic acid from octanoyl-acyl-carrier-protein onto the lipoyl domains of lipoate- dependent enzymes, which catalyze essential redox reactions. Lipoyl-ACP can also act as a substrate although octanoyl-ACP is likely to be the physiological substrate (By similarity); Belongs to the LipB family.
MAPK9	9606.ENSP00000394560	0.7594890510948906	0.5425501432664757	rgb(135,239,117)	Mitogen-activated protein kinase 9; Serine/threonine-protein kinase involved in various processes such as cell proliferation, differentiation, migration, transformation and programmed cell death. Extracellular stimuli such as proinflammatory cytokines or physical stress stimulate the stress- activated protein kinase/c-Jun N-terminal kinase (SAP/JNK) signaling pathway. In this cascade, two dual specificity kinases MAP2K4/MKK4 and MAP2K7/MKK7 phosphorylate and activate MAPK9/JNK2. In turn, MAPK9/JNK2 phosphorylates a number of transcription factors, primarily components of AP-1 such as J [...] 
MARS2	9606.ENSP00000282276	0.5057481751824817	0.7479942693409742	rgb(117,118,239)	Methionine--tRNA ligase, mitochondrial; methionyl-tRNA synthetase 2, mitochondrial.
MCAT	9606.ENSP00000290429	0.6896897810218979	0.5004297994269341	rgb(239,175,117)	Malonyl-CoA-acyl carrier protein transacylase, mitochondrial; Catalyzes the transfer of a malonyl moiety from malonyl-CoA to the free thiol group of the phosphopantetheine arm of the mitochondrial ACP protein (NDUFAB1). This suggests the existence of the biosynthesis of fatty acids in mitochondria.
MDH2	9606.ENSP00000327070	0.4729014598540146	0.5846704871060172	rgb(205,239,117)	Malate dehydrogenase, mitochondrial; Malate dehydrogenase 2.
MECR	9606.ENSP00000263702	0.6207116788321169	0.5021489971346705	rgb(123,239,117)	Enoyl-[acyl-carrier-protein] reductase, mitochondrial; Catalyzes the NADPH-dependent reduction of trans-2-enoyl thioesters in mitochondrial fatty acid synthesis (fatty acid synthesis type II). Fatty acid chain elongation in mitochondria uses acyl carrier protein (ACP) as an acyl group carrier, but the enzyme accepts both ACP and CoA thioesters as substrates in vitro. Has a preference for short and medium chain substrates, including trans-2-hexenoyl-CoA (C6), trans-2-decenoyl-CoA (C10), and trans-2-hexadecenoyl-CoA (C16).
MIPEP	9606.ENSP00000371607	0.42855839416058394	0.35859598853868196	rgb(117,239,174)	Mitochondrial intermediate peptidase; Cleaves proteins, imported into the mitochondrion, to their mature size.
MRPL13	9606.ENSP00000306548	0.5714416058394161	0.570057306590258	rgb(117,239,140)	Mitochondrial ribosomal protein L13; Belongs to the universal ribosomal protein uL13 family.
MRPL16	9606.ENSP00000300151	0.6683394160583942	0.6001432664756448	rgb(255,0,0)	Mitochondrial ribosomal protein L16; Belongs to the universal ribosomal protein uL16 family.
MRPL17	9606.ENSP00000288937	0.6239963503649636	0.5838108882521491	rgb(117,239,169)	Mitochondrial ribosomal protein L17.
MRPL40	9606.ENSP00000333401	0.5714416058394161	0.6293696275071634	rgb(0,178,157)	Mitochondrial ribosomal protein L40; Belongs to the mitochondrion-specific ribosomal protein mL40 family.
MRPL47	9606.ENSP00000417602	0.60757299270073	0.6474212034383955	rgb(239,204,117)	Mitochondrial ribosomal protein L47; Belongs to the universal ribosomal protein uL29 family.
MRPL52	9606.ENSP00000347277	0.6625912408759125	0.6465616045845273	rgb(234,239,117)	Mitochondrial ribosomal protein L52.
MRPS18B	9606.ENSP00000259873	0.6880474452554745	0.733381088825215	rgb(239,128,117)	Mitochondrial ribosomal protein S18B; Belongs to the bacterial ribosomal protein bS18 family. Mitochondrion-specific ribosomal protein mS40 subfamily.
MRPS24	9606.ENSP00000318158	0.7233576642335767	0.6835243553008596	rgb(187,255,101)	Mitochondrial ribosomal protein S24; Belongs to the universal ribosomal protein uS3 family.
MRPS26	9606.ENSP00000369682	0.6576642335766424	0.7746418338108882	rgb(117,129,239)	Mitochondrial ribosomal protein S26; Belongs to the mitochondrion-specific ribosomal protein mS26 family.
MRPS27	9606.ENSP00000426941	0.6568430656934306	0.698137535816619	rgb(239,163,117)	28S ribosomal protein S27, mitochondrial; RNA-binding component of the mitochondrial small ribosomal subunit (mt-SSU) that plays a role in mitochondrial protein synthesis. Stimulates mitochondrial mRNA translation of subunit components of the mitochondrial electron transport chain. Binds to the mitochondrial 12S rRNA (12S mt-rRNA) and tRNA(Glu). Involved also in positive regulation of cell proliferation and tumor cell growth.
MRPS30	9606.ENSP00000424328	0.582116788321168	0.7024355300859599	rgb(255,175,101)	Mitochondrial ribosomal protein S30.
MRPS34	9606.ENSP00000177742	0.610036496350365	0.7591690544412608	rgb(117,239,157)	28S ribosomal protein S34, mitochondrial; Required for mitochondrial translation, plays a role in maintaining the stability of the small ribosomal subunit and the 12S rRNA that are required for mitoribosome formation. Belongs to the mitochondrion-specific ribosomal protein mS34 family.
NADK2	9606.ENSP00000371362	0.566514598540146	0.4995702005730659	rgb(117,222,239)	NAD kinase 2, mitochondrial; Mitochondrial NAD(+) kinase that phosphorylates NAD(+) to yield NADP(+). Can use both ATP or inorganic polyphosphate as the phosphoryl donor. Also has weak NADH kinase activity in vitro; however NADH kinase activity is much weaker than the NAD(+) kinase activity and may not be relevant in vivo.
NDRG3	9606.ENSP00000345292	0.28074817518248174	0.13681948424068768	rgb(164,239,117)	Protein NDRG3; NDRG family member 3; Belongs to the NDRG family.
NME2	9606.ENSP00000376886	0.6486313868613139	0.52621776504298	rgb(193,239,117)	Nucleoside diphosphate kinase B; Major role in the synthesis of nucleoside triphosphates other than ATP. The ATP gamma phosphate is transferred to the NDP beta phosphate via a ping-pong mechanism, using a phosphorylated active-site intermediate (By similarity). Negatively regulates Rho activity by interacting with AKAP13/LBC. Acts as a transcriptional activator of the MYC gene; binds DNA non-specifically. Binds to both single-stranded guanine- and cytosine-rich strands within the nuclease hypersensitive element (NHE) III(1) region of the MYC gene promoter. Does not bind to duplex NHE I [...] 
OR1E2	9606.ENSP00000248384	0.7414233576642336	0.20988538681948427	rgb(239,239,117)	Olfactory receptor 1E2; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
OTULINL	9606.ENSP00000274217	0.8251824817518248	0.385243553008596	rgb(178,171,0)	Inactive ubiquitin thioesterase OTULINL; Lacks deubiquitinase activity; Belongs to the peptidase C65 family. Otulin subfamily.
OXSM	9606.ENSP00000280701	0.5968978102189781	0.43853868194842405	rgb(141,239,117)	3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial; May play a role in the biosynthesis of lipoic acid as well as longer chain fatty acids required for optimal mitochondrial function. Belongs to the thiolase-like superfamily. Beta-ketoacyl-ACP synthases family.
PDSS2	9606.ENSP00000358033	0.3833941605839416	0.4617478510028653	rgb(117,234,239)	Decaprenyl-diphosphate synthase subunit 2; Supplies decaprenyl diphosphate, the precursor for the side chain of the isoprenoid quinones ubiquinone-10.
PKD1	9606.ENSP00000262304	0.4942518248175182	0.7926934097421204	rgb(117,164,239)	Polycystin-1; Component of a heteromeric calcium-permeable ion channel formed by PKD1 and PKD2 that is activated by interaction between PKD1 and a Wnt family member, such as WNT3A and WNT9B. Both PKD1 and PKD2 are required for channel activity. Involved in renal tubulogenesis. Involved in fluid- flow mechanosensation by the primary cilium in renal epithelium (By similarity). Acts as a regulator of cilium length, together with PKD2 (By similarity). The dynamic control of cilium length is essential in the regulation of mechanotransductive signaling (By similarity). The cilium length resp [...] 
PMVK	9606.ENSP00000357452	0.8810218978102191	0.4290830945558739	rgb(239,222,117)	Phosphomevalonate kinase.
PPA2	9606.ENSP00000343885	0.5147810218978102	0.5554441260744987	rgb(239,123,117)	Inorganic pyrophosphatase 2, mitochondrial; Hydrolyzes inorganic pyrophosphate. This activity is essential for correct regulation of mitochondrial membrane potential, and mitochondrial organization and function ; Belongs to the PPase family.
PPCDC	9606.ENSP00000343190	0.41295620437956204	0.5992836676217765	rgb(117,188,239)	Phosphopantothenoylcysteine decarboxylase; Necessary for the biosynthesis of coenzyme A. Catalyzes the decarboxylation of 4-phosphopantothenoylcysteine to form 4'- phosphopantotheine; Belongs to the HFCD (homooligomeric flavin containing Cys decarboxylase) superfamily.
PRR30	9606.ENSP00000335017	0.18302919708029197	0.13681948424068768	rgb(101,199,255)	Proline-rich protein 30; Proline rich 30.
PRSS50	9606.ENSP00000326598	0.16906934306569343	0.6044412607449857	rgb(239,187,117)	Probable threonine protease PRSS50; May be involved in proteolysis through its threonine endopeptidase activity; Belongs to the peptidase S1 family.
PRXL2B	9606.ENSP00000413218	0.14114963503649636	0.3121776504297994	rgb(117,239,122)	Prostamide/prostaglandin F synthase; Catalyzes the reduction of prostaglandin-ethanolamide H(2) (prostamide H(2)) to prostamide F(2alpha) with NADPH as proton donor. Also able to reduce prostaglandin H(2) to prostaglandin F(2alpha) (By similarity).
PSG6	9606.ENSP00000292125	0.8531021897810219	0.5606017191977077	rgb(228,239,117)	Pregnancy specific beta-1-glycoprotein 6.
PTPMT1	9606.ENSP00000325958	0.3365875912408759	0.8674785100286533	rgb(239,233,117)	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1; Lipid phosphatase which dephosphorylates phosphatidylglycerophosphate (PGP) to phosphatidylglycerol (PG) (By similarity). PGP is an essential intermediate in the biosynthetic pathway of cardiolipin, a mitochondrial-specific phospholipid regulating the membrane integrity and activities of the organelle (By similarity). Has also been shown to display phosphatase activity toward phosphoprotein substrates, specifically mediates dephosphorylation of mitochondrial proteins, thereby playing an essential role in ATP production  [...] 
PTPN12	9606.ENSP00000248594	0.7972627737226278	0.2975644699140401	rgb(117,239,215)	Tyrosine-protein phosphatase non-receptor type 12; Dephosphorylates a range of proteins, and thereby regulates cellular signaling cascades. Dephosphorylates cellular tyrosine kinases, such as ERBB2 and PTK2B/PYK2, and thereby regulates signaling via ERBB2 and PTK2B/PYK2. Selectively dephosphorylates ERBB2 phosphorylated at 'Tyr-1112', 'Tyr-1196', and/or 'Tyr-1248'.
RAB36	9606.ENSP00000263116	0.8251824817518248	0.2537249283667622	rgb(117,117,239)	Ras-related protein Rab-36; Protein transport. Probably involved in vesicular traffic (By similarity); Belongs to the small GTPase superfamily. Rab family.
RAD50	9606.ENSP00000368100	0.8949817518248175	0.2975644699140401	rgb(117,239,227)	DNA repair protein RAD50; Component of the MRN complex, which plays a central role in double-strand break (DSB) repair, DNA recombination, maintenance of telomere integrity and meiosis. The complex possesses single-strand endonuclease activity and double-strand-specific 3'-5' exonuclease activity, which are provided by MRE11. RAD50 may be required to bind DNA ends and hold them in close proximity. This could facilitate searches for short or long regions of sequence homology in the recombining DNA templates, and may also stimulate the activity of DNA ligases and/or restrict the nuclease [...] 
RBFA	9606.ENSP00000305696	0.7742700729927008	0.6224928366762178	rgb(117,117,239)	Putative ribosome-binding factor A, mitochondrial; Ribosome binding factor A.
RHPN1	9606.ENSP00000289013	0.8391423357664234	0.20988538681948427	rgb(117,135,239)	Rhophilin-1; Has no enzymatic activity. May serve as a target for Rho, and interact with some cytoskeletal component upon Rho binding or relay a Rho signal to other molecules; Belongs to the RHPN family.
RPUSD4	9606.ENSP00000298317	0.7964416058394161	0.667191977077364	rgb(117,239,128)	Mitochondrial RNA pseudouridine synthase RPUSD4; Catalyzes uridine to pseudouridine isomerization (pseudouridylation) of different mitochondrial RNA substrates. Acts on position 1397 in 16S mitochondrial ribosomal RNA (16S mt-rRNA). This modification is required for the assembly of 16S mt-rRNA into a functional mitochondrial ribosome. Acts on position 39 in mitochondrial tRNA(Phe). As a component of a functional protein-RNA module, consisting of RCC1L, NGRN, RPUSD3, RPUSD4, TRUB2, FASTKD2 and 16S mt-rRNA, controls 16S mt-rRNA abundance and is required for intra-mitochondrial translatio [...] 
SCO1	9606.ENSP00000255390	0.38832116788321164	0.6818051575931233	rgb(117,117,239)	Protein SCO1 homolog, mitochondrial; Copper metallochaperone essential for the maturation of cytochrome c oxidase subunit II (MT-CO2/COX2). Not required for the synthesis of MT-CO2/COX2 but plays a crucial role in stabilizing MT- CO2/COX2 during its subsequent maturation. Involved in transporting copper to the Cu(A) site on MT-CO2/COX2. Plays an important role in the regulation of copper homeostasis by controlling the abundance and cell membrane localization of copper transporter CTR1 (By similarity). Belongs to the SCO1/2 family.
SDHA	9606.ENSP00000264932	0.49753649635036495	0.4969914040114613	rgb(210,239,117)	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial; Flavoprotein (FP) subunit of succinate dehydrogenase (SDH) that is involved in complex II of the mitochondrial electron transport chain and is responsible for transferring electrons from succinate to ubiquinone (coenzyme Q). Can act as a tumor suppressor ; Belongs to the FAD-dependent oxidoreductase 2 family. FRD/SDH subfamily.
SDHB	9606.ENSP00000364649	0.458941605839416	0.44713467048710603	rgb(117,239,145)	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial; Iron-sulfur protein (IP) subunit of succinate dehydrogenase (SDH) that is involved in complex II of the mitochondrial electron transport chain and is responsible for transferring electrons from succinate to ubiquinone (coenzyme Q).
SIGLEC12	9606.ENSP00000291707	0.1969890510948905	0.8382521489971347	rgb(117,239,204)	Sialic acid-binding Ig-like lectin 12; Putative adhesion molecule that mediates sialic-acid dependent binding to cells. The sialic acid recognition site may be masked by cis interactions with sialic acids on the same cell surface.
SLC25A1	9606.ENSP00000215882	0.43184306569343067	0.5563037249283669	rgb(117,239,192)	Tricarboxylate transport protein, mitochondrial; Citrate transporter that mediates the exchange of mitochondrial citrate for cytosolic malate. Also able to mediate the exchange of citrate for isocitrate, phosphoenolpyruvate, cis- but not trans-aconitate and to a lesser extend maleate and succinate. Important for the bioenergetics of hepatic cells as it provides a carbon source for fatty acid and sterol biosyntheses, and NAD(+) for the glycolytic pathway. Required for proper neuromuscular junction formation (Probable).
SLC25A19	9606.ENSP00000385312	0.633029197080292	0.40931232091690545	rgb(117,228,239)	Mitochondrial thiamine pyrophosphate carrier; Mitochondrial transporter mediating uptake of thiamine pyrophosphate (ThPP) into mitochondria.
SLC25A26	9606.ENSP00000346955	0.7553832116788322	0.12220630372492838	rgb(239,181,117)	S-adenosylmethionine mitochondrial carrier protein; Mitochondrial solute carriers shuttle metabolites, nucleotides, and cofactors through the mitochondrial inner membrane. Specifically mediates the transport of S-adenosylmethionine (SAM) into the mitochondria.
SLC35A4	9606.ENSP00000424566	0.3784671532846715	0.10759312320916906	rgb(117,239,163)	Probable UDP-sugar transporter protein SLC35A4; Solute carrier family 35 member A4; Belongs to the nucleotide-sugar transporter family. SLC35A subfamily.
SMOC2	9606.ENSP00000346537	0.6576642335766424	0.12220630372492838	rgb(117,205,239)	SPARC-related modular calcium-binding protein 2; Promotes matrix assembly and cell adhesiveness (By similarity). Can stimulate endothelial cell proliferation, migration, as well as angiogenesis.
SPACA7	9606.ENSP00000283550	0.7972627737226278	0.16604584527220628	rgb(117,141,239)	Sperm acrosome-associated protein 7; Involved in fertilization. Seems not to play a direct role in sperm-egg binding or gamete fusion.
SSR4	9606.ENSP00000317331	0.43430656934306566	0.8674785100286533	rgb(129,239,117)	Translocon-associated protein subunit delta; TRAP proteins are part of a complex whose function is to bind calcium to the ER membrane and thereby regulate the retention of ER resident proteins; Belongs to the TRAP-delta family.
